the_geom,INITIALS,SCHOOLDIST,BORO,CREAT_DATE,EDIT_DATE,BORO_NUM,Shape_Leng,Shape_Area,REMARKS,DBN,ESID_NO,Label,ZONED_DIST,X_Centroid,Y_Centroid
"MULTIPOLYGON (((-73.91796700376102 40.85131347412205, -73.9177174864734 40.85110337755962, -73.91746666279508 40.85127563501115, -73.91727418276984 40.85131426472624, -73.91644736958028 40.85190505647858, -73.91606202463899 40.851741032769304, -73.91601057021589 40.8516630921682, -73.91597493161072 40.851577846276484, -73.91595743974851 40.85148821699003, -73.91595915308186 40.85139763981366, -73.91597962195212 40.851309559290705, -73.91601705169987 40.851227116337064, -73.91597470354307 40.85108805049959, -73.91590979917613 40.8509517581562, -73.9158230274968 40.8508214456071, -73.91571614264052 40.85070014524473, -73.91559160858323 40.85059029316048, -73.91543387497488 40.85048385023991, -73.915426567275 40.85047856516102, -73.91605359952572 40.85005381999836, -73.91659937583545 40.84966920148727, -73.91733054185929 40.849153916897386, -73.91843370679823 40.84831291649577, -73.91875303204277 40.84807176486848, -73.91932848875526 40.84769147657269, -73.91962637900093 40.8474999246482, -73.9206263983427 40.84686417600149, -73.92119311154173 40.846440368624606, -73.92135294514594 40.8463208391617, -73.92146884397121 40.846234164663635, -73.9216754510026 40.84609155904206, -73.92186738057678 40.84593562482021, -73.92204248475225 40.845767738372594, -73.92219888807185 40.84558953740653, -73.92233514179989 40.84540284902198, -73.92245017651442 40.8452096626595, -73.92250386291838 40.84511356213037, -73.92253251705611 40.84503777789379, -73.92266188476876 40.84502167032685, -73.92331170740562 40.845006201615924, -73.92353360458158 40.845007204176675, -73.92376949004907 40.84503203385319, -73.92393336839768 40.84506220948458, -73.92419947342691 40.84514517601371, -73.92442682454937 40.84519914780374, -73.92423468744649 40.845523721192556, -73.92318951704029 40.84757868335566, -73.92273593709932 40.84752722103764, -73.92178733028567 40.84870924928238, -73.9222076278401 40.8488562111064, -73.92173080963316 40.84877906700402, -73.92125674381428 40.84935662678925, -73.92118503603892 40.84944398900503, -73.92082002932783 40.84988867006699, -73.92125977351571 40.85002198441633, -73.92074861979268 40.84998140908652, -73.92002299918038 40.85086992157036, -73.91950542599061 40.85132418844595, -73.91938515925614 40.85142902519219, -73.91904902112691 40.85115433086933, -73.91832575547944 40.85154322577593, -73.91833719899654 40.85143943326602, -73.91808819065064 40.85122976659445, -73.91796700376102 40.85131347412205)))",JB,9,BX,8/2/2001,06/15/10,2,8190.17921294,2332552.3842,,09X109,776,109,9,,
"MULTIPOLYGON (((-73.92419947342691 40.84514517601371, -73.92393336839768 40.84506220948458, -73.92376949004907 40.84503203385319, -73.92353360458158 40.845007204176675, -73.92331170740562 40.845006201615924, -73.92266188476876 40.84502167032685, -73.92253251705611 40.84503777789379, -73.92260205943936 40.84486542792805, -73.92262808318539 40.84480093137837, -73.92272651150373 40.844569885866164, -73.92285833219697 40.84426608476032, -73.92295654838429 40.84398134249452, -73.92298465196255 40.84377594980844, -73.92299241007764 40.843568364334175, -73.92297950075 40.843360323812114, -73.9229459458136 40.84315362023108, -73.92289212286632 40.84295000978697, -73.92281874158604 40.84275117684857, -73.92243564547158 40.841817261477054, -73.92194514563842 40.841044892606824, -73.92149911618945 40.8403472747699, -73.92146227295468 40.84028965412194, -73.92211028368185 40.840336348525035, -73.9223880032847 40.840426215829716, -73.92239899888342 40.84035171643492, -73.92255835920297 40.83927155535765, -73.92297643898094 40.83868444340238, -73.92323143316027 40.83815927441482, -73.92370698258988 40.83820142675909, -73.92491804087037 40.8383609154345, -73.92618468732923 40.83852267846065, -73.92707453798208 40.8386223798924, -73.92813819580829 40.83877105244425, -73.92865928921499 40.83980231511942, -73.92925637287799 40.839747545776476, -73.92930332273286 40.839762504686924, -73.92934962429415 40.83978491040236, -73.93000882907135 40.84012213265352, -73.93047262427349 40.84023990398514, -73.93048324345774 40.84046008103669, -73.92958939293936 40.84208356955868, -73.9296066155583 40.84227996862921, -73.92947671600754 40.84249331516333, -73.92919407807663 40.842818436143524, -73.92918458497132 40.843203778310844, -73.92888372403065 40.84398291945043, -73.92861574644998 40.844676886236925, -73.92827454496934 40.844975782264115, -73.92804748178163 40.84546461740756, -73.92786869596937 40.845597742645175, -73.9277477013634 40.84587795876628, -73.9275907723655 40.846068382339816, -73.92746581045118 40.846172508824466, -73.92728487457688 40.846498129842445, -73.92680515980477 40.846276788082655, -73.9264974763334 40.8461361515501, -73.92637782946439 40.84608079410674, -73.92622443891382 40.84601088091526, -73.92615627846762 40.845978599620345, -73.92609207239354 40.84595200291106, -73.92589117014484 40.845857808512946, -73.92553784666906 40.845698130784385, -73.92442682454937 40.84519914780374, -73.92419947342691 40.84514517601371)))",JB,9,BX,8/2/2001,06/15/10,2,9325.28539294,4745411.80902,,09X011,777,11,9,,
"MULTIPOLYGON (((-73.91239510461058 40.83093631571421, -73.91312359013537 40.829700142624446, -73.91398850681388 40.82997989935621, -73.91485123611946 40.8302606206946, -73.91569895786466 40.83053669590451, -73.91640980876359 40.82928955025331, -73.91728450245344 40.829655142674646, -73.91810950400995 40.83000504251961, -73.91862579653123 40.82910805555688, -73.91877692671807 40.829175158946754, -73.91891826964302 40.829257806811974, -73.91904527534233 40.82935417707145, -73.91915505324316 40.829462331349255, -73.9192448447534 40.829579323506465, -73.91931318389089 40.82970181169689, -73.91943309168416 40.829694549848305, -73.91969736853865 40.82922054240469, -73.92083281705085 40.829605254885095, -73.92099588454342 40.82956883016644, -73.92117904728259 40.829628955513655, -73.92046112263479 40.83091481970957, -73.91986089429385 40.83194722687784, -73.91949947153691 40.832479491605845, -73.91903136708446 40.833087349035175, -73.91839346701761 40.833809411389474, -73.91778665901715 40.83442951113447, -73.91773115012899 40.83448622973957, -73.91770299165726 40.834515007449525, -73.91767974793731 40.834538754857626, -73.91764388528254 40.83457540630011, -73.91720735741819 40.835021513838676, -73.91667316921144 40.83556740510199, -73.91647433448627 40.83577903063779, -73.91538539245727 40.8354120989324, -73.91502572993869 40.835266854011735, -73.91585727001993 40.83383827176965, -73.91497028887417 40.833587860052575, -73.91407880660486 40.833286179286034, -73.91368088664727 40.83226358645381, -73.91327900487984 40.83118829211605, -73.91325191563895 40.83118056980894, -73.91294356354162 40.83109266345866, -73.91288321911662 40.83107545985816, -73.91239545302317 40.830936420436274, -73.91239510461058 40.83093631571421)))",JG,9,BX,05/15/10,11/21/2014,2,8706.36713436,2950419.67159,Shared zone: PS 443 and PS 457 share a zone.,"09X443,09X457",778,"443, 457",9,,
"MULTIPOLYGON (((-73.84999194342268 40.84285162735502, -73.85052278157593 40.84278948894161, -73.85088863430953 40.8427530062998, -73.85120896827517 40.842715121900476, -73.85179886656603 40.842647632705535, -73.85231153242911 40.842586993712374, -73.85334235331644 40.84246896358094, -73.85349746633794 40.84245166711056, -73.85420745846886 40.84237073861059, -73.85519530370416 40.842258133714594, -73.85618402189476 40.8421459172364, -73.85719248049143 40.8420276476208, -73.85835669213681 40.84189928600648, -73.85919593694848 40.841804032629526, -73.8597245240082 40.84174401937401, -73.86018491980323 40.84168909017426, -73.86045627439229 40.841661665351964, -73.86162833447922 40.841527859138296, -73.86176166621895 40.841512719714395, -73.86347232384168 40.84130593270732, -73.8635800738233 40.84127797308706, -73.8636393819065 40.84126527474475, -73.86448011832789 40.8410877967731, -73.86546450184532 40.84085689173708, -73.86636130903834 40.84059268479054, -73.86724819341542 40.840343822838804, -73.86740207158472 40.840290275258056, -73.86782258188762 40.840166498766685, -73.86830846955216 40.83999521335249, -73.86874073595594 40.839824576035575, -73.86920770974112 40.839600045605785, -73.86955862156368 40.839595652924984, -73.87021451396076 40.839617945450335, -73.87120605932483 40.83967462244967, -73.87095472655527 40.84005950091116, -73.87057169304008 40.840541934593496, -73.87008984698282 40.84117649360689, -73.86939781253237 40.841621123295106, -73.86869713484576 40.842054825175026, -73.86799493858022 40.84249006082164, -73.8672966935835 40.84291948863522, -73.86642507497714 40.843463677325964, -73.86630703012794 40.8436118608743, -73.86559423389163 40.843766845054226, -73.86611896115859 40.84522313004014, -73.86345159625081 40.84577768799162, -73.86424490151168 40.847980906581455, -73.86337338071336 40.84816183123116, -73.86392302788951 40.84968445798013, -73.86499694782661 40.85008824923516, -73.86518787251381 40.85016438617652, -73.86473361049714 40.85027455889538, -73.8630393814843 40.850611306973526, -73.86211953939802 40.85080617646358, -73.86206090245396 40.85230725457319, -73.86203373478364 40.85310113220655, -73.86199559712101 40.854391816027274, -73.86105695157757 40.854381333230215, -73.86106593509435 40.85391307916066, -73.86090869820048 40.85406184898914, -73.86010214361197 40.85467439695335, -73.86098612426642 40.85647588213539, -73.86097060705859 40.8568069112914, -73.8609637433944 40.857177806978534, -73.86029574653234 40.857196920077016, -73.86012722247514 40.85681384301355, -73.85937869563848 40.85526646460214, -73.85866039198476 40.855848070057945, -73.85787995928915 40.854295509363354, -73.85689511955853 40.85307929374881, -73.85538351688055 40.85114371805172, -73.85385321068935 40.849184514184685, -73.85138441989768 40.84601871946052, -73.85027108975942 40.84459779566138, -73.85026203063452 40.84427099451973, -73.8501972150381 40.8438606092861, -73.84999194342268 40.84285162735502)))",DMH,11,BX,7/31/2001,,2,22498.8965879,14948776.466,,11X083,613,83,11,,
"MULTIPOLYGON (((-73.86051220891424 40.87549400622399, -73.85891559606473 40.874984937612446, -73.85802929306486 40.87470425786308, -73.85744230362064 40.87451364795757, -73.85651292398497 40.87421779320136, -73.85577052356412 40.873983712938596, -73.85551758432754 40.87390395569669, -73.85450805073012 40.87358094251237, -73.85363638832031 40.87330059841097, -73.85454351096196 40.872604352229835, -73.85554909160645 40.871813166965, -73.85603037335963 40.871233520178066, -73.85660176143007 40.8704250338233, -73.85745013540898 40.86953251995729, -73.85761588683775 40.86938365728735, -73.85857805733141 40.86854920551455, -73.85954603101784 40.86774257460381, -73.86047954268042 40.8677627887997, -73.86149826072688 40.86778221505098, -73.86169323662412 40.867793776834574, -73.86250362882954 40.86780465094021, -73.86257683924845 40.86552687641414, -73.86351971141724 40.86550797730908, -73.86446101851473 40.86548896106937, -73.86540014026596 40.86547047475893, -73.86585923012743 40.86546023917753, -73.86634232808274 40.86544947185894, -73.86736051052083 40.86542917910634, -73.86731754629041 40.86657708354439, -73.86727556826017 40.86789023756555, -73.86722199091906 40.86969454132106, -73.86715864254096 40.87144191314963, -73.86520890116071 40.87140764875745, -73.86517770428327 40.87233111795385, -73.86500129013119 40.87227939485523, -73.86481682797599 40.8722420157236, -73.86462802842337 40.87221995731997, -73.86443753641225 40.87221352052993, -73.86424875669394 40.8722225825457, -73.86386638251919 40.872297647210715, -73.86362002374408 40.872264569549344, -73.863182384954 40.87217554245346, -73.86304543783801 40.87285650114969, -73.86285572078187 40.873842518163286, -73.86268944254437 40.87465476847144, -73.86255952314181 40.87525975134144, -73.86213004195957 40.87601098493963, -73.86051220891424 40.87549400622399)))",DMH,11,BX,7/31/2001,,2,13223.2083349,7729008.87062,,11X076,618,76,11,,
"MULTIPOLYGON (((-73.8605123342687 40.87549410167743, -73.86213016731732 40.876011080391294, -73.86255964849877 40.87525984679265, -73.86268956790038 40.87465486392254, -73.86285584613663 40.873842613614194, -73.86304556319112 40.872856596600464, -73.86318251030605 40.872175637904085, -73.8636201490969 40.872264664999456, -73.86386650787244 40.87229774266056, -73.86424888204758 40.87222267799513, -73.86443766176616 40.87221361597924, -73.8646281537776 40.87222005276899, -73.86481695333049 40.87224211117241, -73.86500141548602 40.872279490303825, -73.86517782963847 40.87233121340226, -73.8652090265142 40.871407744205825, -73.86715876789737 40.87144200859593, -73.86722211627222 40.86969463676731, -73.8682293366409 40.869683706698744, -73.86867362371774 40.8697805630494, -73.86868783827401 40.87005817024911, -73.8687674091556 40.87005748456811, -73.86884746233576 40.87005681475079, -73.86884035644921 40.869918045747845, -73.86918715979449 40.86991599168947, -73.86927763884388 40.869677379915444, -73.87053751194344 40.86967412659603, -73.87217952256869 40.86970889177625, -73.87227111307548 40.86971094785528, -73.87224180876969 40.87003439553469, -73.87189948420294 40.87224227175462, -73.87099879278091 40.87584634113918, -73.87071044191033 40.87675095711558, -73.87020156414593 40.87816521504882, -73.87014976422282 40.87831012100463, -73.86942942587395 40.87999012311394, -73.8692755863405 40.880397345868474, -73.86845912864376 40.88256061309265, -73.86705270932735 40.882255310936905, -73.86620055459481 40.88201476046067, -73.8653467594152 40.88178461155334, -73.86488782769672 40.88172949756418, -73.86476388542333 40.881989583216345, -73.86459669848058 40.881942936583286, -73.86472064132009 40.88168285165727, -73.86431948637032 40.881508678816274, -73.86398954264135 40.881438331337804, -73.86391529375065 40.88142421427014, -73.86110131121988 40.88054553404951, -73.858228449469 40.87963883036249, -73.85975154618444 40.87686051770175, -73.8605123342687 40.87549410167743)))",DMH,11,BX,7/31/2001,,2,15329.3725604,10547830.2763,,11X041,619,41,11,,
"MULTIPOLYGON (((-73.8611063267662 40.897779908688264, -73.86023796885578 40.89883972177328, -73.85947823502599 40.89888240100304, -73.8586515634493 40.898563925798555, -73.8578506370349 40.89825252744171, -73.85704365125144 40.89793680245204, -73.8562394875774 40.89762579369387, -73.85524863021367 40.89725145742289, -73.85615983236869 40.895597378540415, -73.85656121849557 40.89487296019047, -73.85695619401605 40.89416793761756, -73.85736281728975 40.89341143851312, -73.85773180454078 40.89275399884128, -73.8581272636905 40.89204384004432, -73.85851807916318 40.89133736627057, -73.85890824543262 40.89063106129134, -73.8593010975685 40.88992422681275, -73.85968348823003 40.889222736103704, -73.86008035600834 40.88851144658967, -73.86045233814502 40.887803457047326, -73.86086181607806 40.887096736108546, -73.86124783788203 40.8863964865124, -73.861639459706 40.88569258687927, -73.86202897706391 40.884986620959815, -73.86241598129934 40.88428139830193, -73.86280342005462 40.883574382497734, -73.86356036476774 40.88222606145699, -73.86398941727069 40.88143823588824, -73.86431936099906 40.88150858336709, -73.86472051594794 40.8816827562085, -73.8645965731081 40.88194284113441, -73.86476376005051 40.88198948776764, -73.86488770232422 40.88172940211558, -73.86534663404196 40.88178451610526, -73.86620042921983 40.88201466501352, -73.86705258395075 40.88225521549068, -73.8684591286659 40.88256061309746, -73.86776927341388 40.884384333809415, -73.864377672988 40.892149085077506, -73.8632382848175 40.893451834111936, -73.8625915714724 40.89396534793458, -73.8617957950171 40.89481729642173, -73.86287533276025 40.89515402961092, -73.86154790436863 40.89719121558597, -73.8611063267662 40.897779908688264)))",DMH,11,BX,7/31/2001,,2,16163.3994981,9487231.23355,,11X103,620,103,11,,
"MULTIPOLYGON (((-73.8594677881769 40.90051720925309, -73.8593655551938 40.90036736123259, -73.85912746630585 40.90029821098644, -73.86013419736882 40.89899836065435, -73.86023796885578 40.89883972177328, -73.8611063267662 40.897779908688264, -73.86154790436863 40.89719121558597, -73.86287533276025 40.89515402961092, -73.86330853006059 40.89529484783059, -73.86355915767197 40.89537701663263, -73.86401637753369 40.895523047482435, -73.86491632480319 40.89574949539657, -73.8669169487036 40.89608268480061, -73.87006981124493 40.89659073677703, -73.87048672709558 40.89664020995236, -73.8724103449047 40.89624128508205, -73.874806181919 40.89572568768668, -73.87572387321225 40.8956226013945, -73.87711974104235 40.895468663108005, -73.87643743063 40.8968705928962, -73.87589465465041 40.89755945811826, -73.87482041563278 40.89844543802403, -73.87388944309907 40.89896546273551, -73.87301813953565 40.89935490415801, -73.87136373251575 40.90003915149313, -73.87010369647182 40.900741946444214, -73.86899707626964 40.90155915517105, -73.86820270303288 40.902355382802796, -73.86816613962088 40.90244829791549, -73.86789043712795 40.902986953284696, -73.86652124511362 40.90251592929608, -73.86565794325062 40.90224320672313, -73.86499209869056 40.90226150238722, -73.8643038712687 40.90195732383212, -73.86351348979626 40.901778894958355, -73.86279850689588 40.9015355213696, -73.8626620871031 40.90145918711025, -73.86156438399532 40.90106212230037, -73.86134100867274 40.901111569758314, -73.8594677881769 40.90051720925309)))",DMH,11,BX,7/31/2001,,2,12509.255468,7446121.10682,,11X019,621,19,11,,
"MULTIPOLYGON (((-73.84856206642966 40.90714226856684, -73.84863913279332 40.9068065221529, -73.84888439585207 40.90651301391665, -73.8490219830196 40.90636611090663, -73.84938986670504 40.90573494661743, -73.849577156376 40.90502705059536, -73.84985704340785 40.9040868860573, -73.85033915105242 40.903482242548634, -73.85155069680185 40.90204443687601, -73.852504772411 40.90248529407452, -73.853277162388 40.90283786319838, -73.85487740521005 40.90085162550073, -73.85619318302064 40.89918796965929, -73.85704365125144 40.89793680245204, -73.8578506370349 40.89825252744171, -73.8586515634493 40.898563925798555, -73.85947823502599 40.89888240100304, -73.86023796885578 40.89883972177328, -73.86013419736882 40.89899836065435, -73.85912746630585 40.90029821098644, -73.8593655551938 40.90036736123259, -73.8594677881769 40.90051720925309, -73.85922353647607 40.90087384883581, -73.85953451527811 40.90118000388189, -73.85967513259413 40.9014082667458, -73.85952324605046 40.901578967579454, -73.85960894319088 40.90247344062169, -73.85935484825241 40.90264743509656, -73.85926432546492 40.902669479304066, -73.85903455481879 40.90261955538399, -73.85872659891803 40.90228944857078, -73.85827604403947 40.902642454984985, -73.8581628285188 40.90281913491329, -73.85806841861208 40.90285704864441, -73.85796932370786 40.90285090769306, -73.85774747473829 40.90278754668509, -73.85726096173416 40.90358427033553, -73.85733350047104 40.90373838105983, -73.85734909664005 40.90393810825046, -73.85738738813833 40.904055436862954, -73.85736250351133 40.90425551639956, -73.85745551730407 40.904734383151336, -73.85741598146824 40.90484035913902, -73.85717766106121 40.905286541707184, -73.85695256726694 40.90582642868659, -73.85680236358192 40.906160816209706, -73.8565573253998 40.906262032250474, -73.85592895048993 40.906212479648616, -73.855789693408 40.906282716162245, -73.85549813433693 40.90649249363273, -73.85536294187843 40.90680619162764, -73.85524265753904 40.90688729821451, -73.855002831959 40.906943638133896, -73.85508357591047 40.9080458873388, -73.85490877202044 40.908825441969576, -73.85479692769725 40.90895873610415, -73.85419553928983 40.90941974839998, -73.85357711576823 40.90996635011945, -73.85306144497025 40.91038210656631, -73.8527699161794 40.910406007488085, -73.8525847478428 40.91031061709882, -73.85190142960747 40.91042906287803, -73.85144754007322 40.910449670925125, -73.85107116213818 40.910371519387155, -73.85207287970817 40.909197082526234, -73.85234744016518 40.90886286224566, -73.85305103809945 40.90803660016861, -73.85347520879178 40.90753031166547, -73.85257819823168 40.907200789709165, -73.85202061100347 40.90734353010706, -73.85164098743924 40.9071641399345, -73.8514256664302 40.90678017346701, -73.85091142861543 40.90661683809417, -73.85040148968191 40.90721816990041, -73.85042314369552 40.90732157026711, -73.850223565264 40.9075538424244, -73.84856206642966 40.90714226856684)))",JG,11,BX,7/31/2001,11/25/2014,2,16194.3915906,7636988.25424,,11X016,622,16,11,,
"MULTIPOLYGON (((-73.9473530004236 40.798390509888215, -73.94633671531544 40.7979483553987, -73.94620793684733 40.798124669319336, -73.94459831337197 40.79744421100184, -73.9437419892 40.79861507677648, -73.94362434837618 40.79844960812882, -73.94233627717223 40.79792673281892, -73.94212011211711 40.79794379788426, -73.94187604657391 40.79540586845484, -73.94348324037537 40.7960729930294, -73.94394771112205 40.79543553960844, -73.9444066422093 40.79480843744983, -73.94590642226999 40.795417474814144, -73.94602913224514 40.79546149466845, -73.94555814099635 40.79611296522743, -73.94569536547509 40.796173381338356, -73.94717623013827 40.79679715234693, -73.94879165346343 40.797477128120775, -73.94831125466257 40.79812921761105, -73.9478166306531 40.7988068630163, -73.94722554173454 40.79857013548159, -73.9473530004236 40.798390509888215)))",BG,4,MN,07/25/2001,08/03/2011,1,6754.23533867,1266594.83256,,04M375,553,375,4,,
"MULTIPOLYGON (((-73.83264748594041 40.868482318320275, -73.83262122797015 40.86842603638821, -73.83184696187054 40.86693583321433, -73.8310023755156 40.865323574599586, -73.83071306017416 40.8648105999132, -73.83056028411866 40.864740740653595, -73.82891967832607 40.86221173959229, -73.82825534213627 40.86138456964881, -73.82812181337502 40.86118211137987, -73.82806693047448 40.8611006612105, -73.8277839444685 40.86071970953978, -73.82742722227557 40.860133559812496, -73.82735568282412 40.8599857089057, -73.82722796486888 40.85971725220602, -73.82712436679867 40.85945103768748, -73.82704924553502 40.85926256917616, -73.82699535556272 40.85908778406134, -73.8268987629899 40.858814583009824, -73.82674984635419 40.85834896724662, -73.82669886467893 40.85819197092425, -73.82664383524347 40.85800899808789, -73.82659178249641 40.857798934232356, -73.82654684834547 40.85762894387193, -73.8263995824062 40.856905573033394, -73.82648517319119 40.856776220000214, -73.8264625959071 40.85664725346465, -73.82645590018147 40.856604199810384, -73.82654658360258 40.85659040570071, -73.8266947558831 40.85656106514201, -73.82685110983597 40.856537103671194, -73.82783293320077 40.856421986127245, -73.82984554106416 40.85617678740335, -73.82991663131531 40.856180818257265, -73.83139593524993 40.85602118248774, -73.83162189556298 40.8559998818397, -73.83174693089592 40.855988437412876, -73.83200085511506 40.85597910930613, -73.83225378138356 40.85598342147779, -73.83250533294496 40.8560013646041, -73.83274981598002 40.85602881502705, -73.83283541549697 40.85603584586652, -73.83291066071037 40.8560522721465, -73.83447221574053 40.85631199141508, -73.83465585114375 40.85634252939593, -73.83537704359352 40.85644896346978, -73.83667439706419 40.856652661544786, -73.83688950799952 40.856631318098955, -73.83730318850797 40.85663046151924, -73.83811995410404 40.85665516714606, -73.84363675652502 40.85750162925129, -73.84487136882517 40.85762854556612, -73.84652191526075 40.857800765830724, -73.8485219164381 40.85784505664741, -73.84934982830237 40.857863385105034, -73.85601959694421 40.857310147224055, -73.85627260510809 40.85730839540308, -73.85637069304279 40.85754992719488, -73.85585238259054 40.85817176346474, -73.85451442581748 40.85975206754393, -73.85469932123192 40.8597518504108, -73.85356691723081 40.86108814359451, -73.85203113308438 40.862919565738736, -73.8508039405413 40.86433125173171, -73.8499414287725 40.865323374389355, -73.84944026697015 40.865914145792814, -73.84906870947738 40.866385211157294, -73.84896211436829 40.86632992570911, -73.84878604841073 40.86623156878165, -73.84854390234369 40.86652325300185, -73.84809413413608 40.86651439528166, -73.84719716108722 40.867554826267735, -73.84617322185392 40.86750341646862, -73.84429129811774 40.86746598934769, -73.84321228785163 40.86744456442266, -73.84280953213283 40.867542404086315, -73.8416000668006 40.86778313516125, -73.84122244953598 40.86785814922336, -73.84071893542784 40.86800901679833, -73.83988583811713 40.8682749132372, -73.83905231994306 40.868545224507756, -73.83822025806155 40.86881396484644, -73.83738798706516 40.86908295990818, -73.83655510388652 40.869352173436276, -73.835717102994 40.86962059910932, -73.83483305779099 40.86987457222039, -73.83349119381606 40.87027071533857, -73.83268524909798 40.86855069278574, -73.83264748594041 40.868482318320275)))",DMH,11,BX,7/31/2001,8/10/2010,2,22457.125541,25678434.185,,11X097,623,97,11,,
"MULTIPOLYGON (((-73.8469234775453 40.87415335087075, -73.84602182545922 40.872489875274844, -73.84556625163604 40.87164350877522, -73.84513327165108 40.87100273428332, -73.84548232885875 40.87059450592627, -73.84578147492272 40.870227695366225, -73.84517256727908 40.86991469823856, -73.84487737500022 40.869760506988634, -73.84423146971169 40.86942035038936, -73.84429247504767 40.86746599093585, -73.84617439878454 40.86750341803759, -73.8471983380188 40.86755482782626, -73.84809531104924 40.86651439683104, -73.84854507925704 40.86652325454664, -73.84878722531892 40.86623157032396, -73.84896329127822 40.86632992724964, -73.84906988638828 40.86638521269673, -73.84944144387273 40.86591414732845, -73.84994260566464 40.865323375919886, -73.8508051174159 40.86433125325345, -73.85203230993403 40.86291956724794, -73.85585987835124 40.86299971153526, -73.85570738103814 40.86767828000091, -73.85565071727667 40.86949750503117, -73.85557227645175 40.871221141976505, -73.85554909160645 40.871813166965, -73.85454351096196 40.872604352229835, -73.85363638832031 40.87330059841097, -73.85215435907867 40.874434198903245, -73.85143247983683 40.874987270599235, -73.85068955669546 40.875486677514594, -73.84953124116083 40.8733458450845, -73.84865998501346 40.87361148481584, -73.84779194119061 40.873880408702334, -73.8469234775453 40.87415335087075)))",DMH,11,BX,7/31/2001,8/10/2010,2,13690.0865414,9269801.39765,,11X121,624,121,11,,
"MULTIPOLYGON (((-73.84874812758058 40.88143944841831, -73.84511412600011 40.874715183390244, -73.84570711186176 40.87453108016377, -73.84605229562231 40.87442391474905, -73.84640723710805 40.87431368146467, -73.8469234775453 40.87415335087075, -73.84779194119061 40.873880408702334, -73.84865998501346 40.87361148481584, -73.84953124116083 40.8733458450845, -73.85068955669546 40.875486677514594, -73.85143247983683 40.874987270599235, -73.85215435907867 40.874434198903245, -73.85363638832031 40.87330059841097, -73.85450805073012 40.87358094251237, -73.85551758432754 40.87390395569669, -73.85577052356412 40.873983712938596, -73.85651292398497 40.87421779320136, -73.85744230362064 40.87451364795757, -73.85802929306486 40.87470425786308, -73.85891559606473 40.874984937612446, -73.86051220891424 40.87549400622399, -73.8597514208285 40.87686042224752, -73.85822832410979 40.879638734906656, -73.86110118585502 40.8805454385968, -73.86070111774305 40.881249218980514, -73.86032835068731 40.881959829815194, -73.85994111436419 40.88266434286234, -73.85955430559098 40.88337006216442, -73.85916177793428 40.88407182898936, -73.85876062066315 40.88477750984455, -73.85588386686146 40.883861715061485, -73.85549661891537 40.88456625856939, -73.85510376212211 40.885271351651234, -73.85237136281063 40.88439851379162, -73.84972873640001 40.88355844440998, -73.8495845803857 40.88334519045774, -73.84938005889427 40.883400943074676, -73.84657614546553 40.88221079407076, -73.84703393266356 40.8815894977152, -73.84726926876871 40.88128292526936, -73.84754533296183 40.880931494448106, -73.84874812758058 40.88143944841831)))",DMH,11,BX,7/31/2001,,2,17137.5506048,12790487.2709,,11X078,625,78,11,,
"MULTIPOLYGON (((-73.84665457769923 40.88839061857905, -73.84744396932818 40.886978530632106, -73.84629600237002 40.886612175199694, -73.84553746061152 40.88636641937318, -73.84445237248772 40.88590050891788, -73.84374079867177 40.885482117618686, -73.84314530447051 40.88503111137613, -73.8453078700237 40.88348364266612, -73.84606656408035 40.88290090686715, -73.84657614546553 40.88221079407076, -73.84938005889427 40.883400943074676, -73.8495845803857 40.88334519045774, -73.84972873640001 40.88355844440998, -73.85237136281063 40.88439851379162, -73.85149329899902 40.885776870877336, -73.85105815752593 40.8864685504502, -73.85027166063664 40.887880838163305, -73.84988017436447 40.88858658159219, -73.8494882107651 40.88929500619706, -73.84665457769923 40.88839061857905)))",DMH,11,BX,7/31/2001,5/24/07,2,8008.51456418,3286967.41025,,11X112,626,112,11,,
